yyyymmdd,CS,TY,FT,HR,HER,yyyy,mm,dd
20021028,0,0,0,1,0,2002,10,28
20021029,0,0,0,1,0,2002,10,29
20021030,0,0,0,1,1,2002,10,30
20021031,0,0,1,1,0,2002,10,31
20021101,0,0,0,1,0,2002,11,1
20021102,0,0,0,1,0,2002,11,2
20021103,0,0,0,0,0,2002,11,3
20021104,0,0,0,0,0,2002,11,4
20021105,0,0,0,0,0,2002,11,5
20021106,0,0,0,0,0,2002,11,6
20021107,0,0,0,0,0,2002,11,7
20021108,0,0,0,0,0,2002,11,8
20021109,0,0,0,0,0,2002,11,9
20021110,0,0,0,0,0,2002,11,10
20021111,0,0,0,0,0,2002,11,11
20021112,0,0,0,0,0,2002,11,12
20021113,0,0,0,0,0,2002,11,13
20021114,0,0,0,0,0,2002,11,14
20021115,0,0,0,1,0,2002,11,15
20021116,0,0,1,1,0,2002,11,16
20021117,0,0,0,1,0,2002,11,17
20021118,0,0,0,1,0,2002,11,18
20021119,0,0,0,1,0,2002,11,19
20021120,0,0,0,1,0,2002,11,20
20021121,0,0,1,1,0,2002,11,21
20021122,0,0,0,1,0,2002,11,22
20021123,0,0,0,1,0,2002,11,23
20021124,0,0,0,0,0,2002,11,24
20021125,0,0,0,0,0,2002,11,25
20021126,0,0,0,0,0,2002,11,26
20021127,0,0,0,0,0,2002,11,27
20021128,0,0,0,0,0,2002,11,28
20021129,0,0,1,0,0,2002,11,29
20021130,0,0,1,0,0,2002,11,30
20021201,0,0,0,0,0,2002,12,1
20021202,0,0,0,0,0,2002,12,2
20021203,0,0,0,0,0,2002,12,3
20021204,0,0,1,0,0,2002,12,4
20021205,0,0,0,0,0,2002,12,5
20021206,0,0,0,0,0,2002,12,6
20021207,0,0,1,1,0,2002,12,7
20021208,0,0,0,1,0,2002,12,8
20021209,0,0,0,0,0,2002,12,9
20021210,0,0,0,0,0,2002,12,10
20021211,0,0,0,0,0,2002,12,11
20021212,0,0,0,0,0,2002,12,12
20021213,0,0,0,0,0,2002,12,13
20021214,0,0,0,0,0,2002,12,14
20021215,0,0,0,0,0,2002,12,15
20021216,0,0,0,0,0,2002,12,16
20021217,0,0,0,0,0,2002,12,17
20021218,0,0,0,0,0,2002,12,18
20021219,0,0,1,0,0,2002,12,19
20021220,0,0,1,1,0,2002,12,20
20021221,0,0,1,1,0,2002,12,21
20021222,0,0,0,1,0,2002,12,22
20021223,0,0,0,0,0,2002,12,23
20021224,0,0,0,0,0,2002,12,24
20021225,0,0,0,1,0,2002,12,25
20021226,0,0,0,1,0,2002,12,26
20021227,0,0,0,1,0,2002,12,27
20021228,0,0,0,1,0,2002,12,28
20021229,0,0,0,1,0,2002,12,29
20021230,0,0,0,0,0,2002,12,30
20021231,0,0,0,0,0,2002,12,31
20030101,0,0,0,0,0,2003,1,1
20030102,0,0,0,0,0,2003,1,2
20030103,0,0,1,0,0,2003,1,3
20030104,0,0,0,0,0,2003,1,4
20030105,0,0,0,0,0,2003,1,5
20030106,0,0,0,1,0,2003,1,6
20030107,0,0,0,1,0,2003,1,7
20030108,0,0,0,1,0,2003,1,8
20030109,0,0,0,0,0,2003,1,9
20030110,0,0,0,0,0,2003,1,10
20030111,0,0,0,0,0,2003,1,11
20030112,0,0,0,0,0,2003,1,12
20030113,0,0,0,0,0,2003,1,13
20030114,0,0,0,0,0,2003,1,14
20030115,0,0,0,0,0,2003,1,15
20030116,0,0,0,0,0,2003,1,16
20030117,0,0,0,0,0,2003,1,17
20030118,0,0,0,0,0,2003,1,18
20030119,0,0,0,0,0,2003,1,19
20030120,0,0,0,0,0,2003,1,20
20030121,0,0,0,0,0,2003,1,21
20030122,0,0,0,0,0,2003,1,22
20030123,0,0,0,0,0,2003,1,23
20030124,0,0,0,0,0,2003,1,24
20030125,0,0,0,0,0,2003,1,25
20030126,0,0,1,0,0,2003,1,26
20030127,0,0,1,0,0,2003,1,27
20030128,1,0,0,0,0,2003,1,28
20030129,0,0,0,0,0,2003,1,29
20030130,0,0,0,0,0,2003,1,30
20030131,0,0,0,0,0,2003,1,31
20030201,0,0,1,0,0,2003,2,1
20030202,0,0,0,0,0,2003,2,2
20030203,0,0,0,0,0,2003,2,3
20030204,0,0,1,0,0,2003,2,4
20030205,0,0,0,0,0,2003,2,5
20030206,0,0,0,0,0,2003,2,6
20030207,0,0,0,0,0,2003,2,7
20030208,0,0,0,1,0,2003,2,8
20030209,0,0,0,1,0,2003,2,9
20030210,0,0,0,0,0,2003,2,10
20030211,0,0,1,1,0,2003,2,11
20030212,0,0,0,1,0,2003,2,12
20030213,0,0,0,1,0,2003,2,13
20030214,0,0,0,0,0,2003,2,14
20030215,0,0,0,0,0,2003,2,15
20030216,0,0,1,0,0,2003,2,16
20030217,0,0,0,0,0,2003,2,17
20030218,0,0,0,0,0,2003,2,18
20030219,0,0,0,0,0,2003,2,19
20030220,0,0,0,0,0,2003,2,20
20030221,0,0,0,0,0,2003,2,21
20030222,0,0,0,0,0,2003,2,22
20030223,0,0,0,0,0,2003,2,23
20030224,0,0,0,0,0,2003,2,24
20030225,0,0,0,0,0,2003,2,25
20030226,0,0,0,0,0,2003,2,26
20030227,0,0,0,0,0,2003,2,27
20030228,0,0,0,0,0,2003,2,28
20030301,0,0,1,0,0,2003,3,1
20030302,0,0,0,0,0,2003,3,2
20030303,0,0,0,0,0,2003,3,3
20030304,0,0,0,0,0,2003,3,4
20030305,0,0,0,0,0,2003,3,5
20030306,0,0,1,1,0,2003,3,6
20030307,0,0,0,1,0,2003,3,7
20030308,0,0,0,0,0,2003,3,8
20030309,0,0,0,0,0,2003,3,9
20030310,0,0,0,0,0,2003,3,10
20030311,0,0,0,0,0,2003,3,11
20030312,0,0,0,0,0,2003,3,12
20030313,0,0,1,0,0,2003,3,13
20030314,0,0,0,0,0,2003,3,14
20030315,0,0,0,0,0,2003,3,15
20030316,0,0,0,1,0,2003,3,16
20030317,0,0,0,1,0,2003,3,17
20030318,0,0,1,0,0,2003,3,18
20030319,0,0,1,0,0,2003,3,19
20030320,0,0,1,1,0,2003,3,20
20030321,0,0,1,1,0,2003,3,21
20030322,0,0,0,0,0,2003,3,22
20030323,0,0,0,0,0,2003,3,23
20030324,0,0,0,0,0,2003,3,24
20030325,0,0,0,0,0,2003,3,25
20030326,0,0,0,0,0,2003,3,26
20030327,0,0,0,0,0,2003,3,27
20030328,0,0,1,0,0,2003,3,28
20030329,0,0,0,0,0,2003,3,29
20030330,0,0,0,0,0,2003,3,30
20030331,0,0,0,0,0,2003,3,31
20030401,0,0,0,0,0,2003,4,1
20030402,0,0,0,0,0,2003,4,2
20030403,0,0,1,1,1,2003,4,3
20030404,0,0,1,1,0,2003,4,4
20030405,0,0,0,0,0,2003,4,5
20030406,0,0,0,0,0,2003,4,6
20030407,0,0,0,0,0,2003,4,7
20030408,0,0,1,0,0,2003,4,8
20030409,0,0,1,1,0,2003,4,9
20030410,0,0,0,1,0,2003,4,10
20030411,0,0,0,0,0,2003,4,11
20030412,0,0,0,0,0,2003,4,12
20030413,0,0,1,0,0,2003,4,13
20030414,0,0,1,0,0,2003,4,14
20030415,0,0,1,0,0,2003,4,15
20030416,0,0,0,0,0,2003,4,16
20030417,0,0,0,0,0,2003,4,17
20030418,0,0,0,0,0,2003,4,18
20030419,0,0,0,0,0,2003,4,19
20030420,0,1,0,0,0,2003,4,20
20030421,0,1,0,1,0,2003,4,21
20030422,0,1,0,1,0,2003,4,22
20030423,0,1,0,1,0,2003,4,23
20030424,0,1,0,0,0,2003,4,24
20030425,0,0,1,1,0,2003,4,25
20030426,0,0,0,1,0,2003,4,26
20030427,0,0,0,0,0,2003,4,27
20030428,0,0,0,0,0,2003,4,28
20030429,0,0,0,0,0,2003,4,29
20030430,0,0,1,1,0,2003,4,30
20030501,0,0,0,0,0,2003,5,1
20030502,0,0,0,0,0,2003,5,2
20030503,0,0,0,0,0,2003,5,3
20030504,0,0,0,1,1,2003,5,4
20030505,0,0,0,1,0,2003,5,5
20030506,0,0,0,1,0,2003,5,6
20030507,0,0,0,1,0,2003,5,7
20030508,0,0,1,0,0,2003,5,8
20030509,0,0,0,0,0,2003,5,9
20030510,0,0,0,0,0,2003,5,10
20030511,0,0,0,0,0,2003,5,11
20030512,0,0,0,0,0,2003,5,12
20030513,0,0,0,0,0,2003,5,13
20030514,0,0,0,0,0,2003,5,14
20030515,0,0,1,1,0,2003,5,15
20030516,0,0,1,1,0,2003,5,16
20030517,0,0,1,1,0,2003,5,17
20030518,0,0,1,1,0,2003,5,18
20030519,0,0,1,0,0,2003,5,19
20030520,0,0,0,0,0,2003,5,20
20030521,0,0,0,0,0,2003,5,21
20030522,0,0,0,0,0,2003,5,22
20030523,0,0,0,0,0,2003,5,23
20030524,0,0,0,0,0,2003,5,24
20030525,0,0,1,0,0,2003,5,25
20030526,0,0,0,0,0,2003,5,26
20030527,0,0,0,0,0,2003,5,27
20030528,0,0,0,0,0,2003,5,28
20030529,0,0,0,0,0,2003,5,29
20030530,0,0,0,0,0,2003,5,30
20030531,0,0,0,0,0,2003,5,31
20030601,0,1,0,0,0,2003,6,1
20030602,0,1,0,0,0,2003,6,2
20030603,0,0,0,0,0,2003,6,3
20030604,0,0,0,0,0,2003,6,4
20030605,0,0,0,0,0,2003,6,5
20030606,0,0,0,1,1,2003,6,6
20030607,0,0,1,1,1,2003,6,7
20030608,0,0,1,1,1,2003,6,8
20030609,0,0,1,1,1,2003,6,9
20030610,0,0,1,1,0,2003,6,10
20030611,0,0,1,1,1,2003,6,11
20030612,0,0,1,1,1,2003,6,12
20030613,0,0,0,1,0,2003,6,13
20030614,0,0,1,1,0,2003,6,14
20030615,0,0,1,1,0,2003,6,15
20030616,0,1,0,1,0,2003,6,16
20030617,0,1,0,1,1,2003,6,17
20030618,0,1,0,1,1,2003,6,18
20030619,0,0,0,1,0,2003,6,19
20030620,0,0,0,1,1,2003,6,20
20030621,0,0,0,1,1,2003,6,21
20030622,0,0,0,1,1,2003,6,22
20030623,0,0,0,1,0,2003,6,23
20030624,0,0,0,0,0,2003,6,24
20030625,0,0,0,1,0,2003,6,25
20030626,0,0,0,1,0,2003,6,26
20030627,0,0,0,1,0,2003,6,27
20030628,0,0,0,0,0,2003,6,28
20030629,0,0,0,1,0,2003,6,29
20030630,0,0,0,1,0,2003,6,30
20030701,0,0,0,0,0,2003,7,1
20030702,0,0,0,1,0,2003,7,2
20030703,0,0,0,1,0,2003,7,3
20030704,0,0,0,0,0,2003,7,4
20030705,0,0,0,0,0,2003,7,5
20030706,0,0,0,1,0,2003,7,6
20030707,0,0,0,0,0,2003,7,7
20030708,0,0,0,1,0,2003,7,8
20030709,0,0,0,1,0,2003,7,9
20030710,0,0,0,1,0,2003,7,10
20030711,0,0,0,1,1,2003,7,11
20030712,0,0,0,1,0,2003,7,12
20030713,0,0,0,0,0,2003,7,13
20030714,0,0,0,0,0,2003,7,14
20030715,0,0,0,0,0,2003,7,15
20030716,0,0,0,0,0,2003,7,16
20030717,0,0,0,0,0,2003,7,17
20030718,0,0,0,0,0,2003,7,18
20030719,0,0,0,1,0,2003,7,19
20030720,0,0,0,1,0,2003,7,20
20030721,0,1,0,1,0,2003,7,21
20030722,0,1,0,1,0,2003,7,22
20030723,0,1,0,1,0,2003,7,23
20030724,0,0,0,1,1,2003,7,24
20030725,0,0,0,1,0,2003,7,25
20030726,0,0,0,1,0,2003,7,26
20030727,0,0,0,1,0,2003,7,27
20030728,0,0,0,1,0,2003,7,28
20030729,0,0,0,0,0,2003,7,29
20030730,0,0,0,0,0,2003,7,30
20030731,0,0,0,0,0,2003,7,31
20030801,0,0,0,0,0,2003,8,1
20030802,0,1,0,1,0,2003,8,2
20030803,0,1,0,1,1,2003,8,3
20030804,0,1,0,1,1,2003,8,4
20030805,0,0,0,1,0,2003,8,5
20030806,0,0,0,1,0,2003,8,6
20030807,0,0,0,1,1,2003,8,7
20030808,0,0,0,1,0,2003,8,8
20030809,0,0,0,0,0,2003,8,9
20030810,0,0,0,0,0,2003,8,10
20030811,0,0,0,1,1,2003,8,11
20030812,0,0,0,1,1,2003,8,12
20030813,0,0,0,1,1,2003,8,13
20030814,0,0,0,1,0,2003,8,14
20030815,0,0,0,1,1,2003,8,15
20030816,0,0,0,1,1,2003,8,16
20030817,0,0,0,1,0,2003,8,17
20030818,0,0,0,0,0,2003,8,18
20030819,0,1,0,1,1,2003,8,19
20030820,0,1,0,1,0,2003,8,20
20030821,0,0,0,1,1,2003,8,21
20030822,0,1,0,1,0,2003,8,22
20030823,0,1,0,1,0,2003,8,23
20030824,0,0,0,1,0,2003,8,24
20030825,0,0,0,1,1,2003,8,25
20030826,0,0,0,1,0,2003,8,26
20030827,0,0,0,1,0,2003,8,27
20030828,0,0,0,1,0,2003,8,28
20030829,0,0,0,0,0,2003,8,29
20030830,0,0,0,1,1,2003,8,30
20030831,0,1,0,1,1,2003,8,31
20030901,0,1,0,1,1,2003,9,1
20030902,0,1,0,1,1,2003,9,2
20030903,0,0,0,1,1,2003,9,3
20030904,0,0,0,1,0,2003,9,4
20030905,0,0,0,1,0,2003,9,5
20030906,0,0,0,1,0,2003,9,6
20030907,0,0,0,1,0,2003,9,7
20030908,0,0,0,1,0,2003,9,8
20030909,0,0,0,1,0,2003,9,9
20030910,0,0,0,1,1,2003,9,10
20030911,0,0,0,1,1,2003,9,11
20030912,0,0,0,1,1,2003,9,12
20030913,0,0,0,1,0,2003,9,13
20030914,0,0,0,0,0,2003,9,14
20030915,0,0,0,0,0,2003,9,15
20030916,0,0,0,0,0,2003,9,16
20030917,0,0,0,0,0,2003,9,17
20030918,0,0,0,1,0,2003,9,18
20030919,0,0,0,1,0,2003,9,19
20030920,0,0,0,1,0,2003,9,20
20030921,0,0,0,1,1,2003,9,21
20030922,0,0,0,1,1,2003,9,22
20030923,0,0,0,1,0,2003,9,23
20030924,0,0,0,1,0,2003,9,24
20030925,0,0,0,1,0,2003,9,25
20030926,0,0,0,1,0,2003,9,26
20030927,0,0,0,1,1,2003,9,27
20030928,0,0,0,1,0,2003,9,28
20030929,0,0,0,0,0,2003,9,29
20030930,0,0,0,0,0,2003,9,30
20031001,0,0,0,0,0,2003,10,1
20031002,0,0,0,0,0,2003,10,2
20031003,0,0,0,1,1,2003,10,3
20031004,0,0,0,1,1,2003,10,4
20031005,0,0,0,1,0,2003,10,5
20031006,0,0,0,1,0,2003,10,6
20031007,0,0,0,1,1,2003,10,7
20031008,0,0,0,1,1,2003,10,8
20031009,0,0,0,1,0,2003,10,9
20031010,0,0,0,0,0,2003,10,10
20031011,0,0,0,1,1,2003,10,11
20031012,0,0,0,1,0,2003,10,12
20031013,0,0,0,1,0,2003,10,13
20031014,0,0,1,1,1,2003,10,14
20031015,0,0,0,1,0,2003,10,15
20031016,0,0,0,0,0,2003,10,16
20031017,0,0,0,0,0,2003,10,17
20031018,0,0,0,0,0,2003,10,18
20031019,0,0,0,0,0,2003,10,19
20031020,0,0,0,0,0,2003,10,20
20031021,0,0,0,0,0,2003,10,21
20031022,0,0,0,0,0,2003,10,22
20031023,0,0,0,0,0,2003,10,23
20031024,0,0,0,0,0,2003,10,24
20031025,0,0,0,0,0,2003,10,25
20031026,0,0,0,0,0,2003,10,26
20031027,0,0,0,0,0,2003,10,27
20031028,0,0,0,0,0,2003,10,28
20031029,0,0,0,0,0,2003,10,29
20031030,0,0,0,0,0,2003,10,30
20031031,0,0,0,0,0,2003,10,31
20031101,0,1,0,1,0,2003,11,1
20031102,0,1,0,1,1,2003,11,2
20031103,0,1,0,1,1,2003,11,3
20031104,0,0,0,1,0,2003,11,4
20031105,0,0,0,0,0,2003,11,5
20031106,0,0,0,0,0,2003,11,6
20031107,0,0,0,0,0,2003,11,7
20031108,0,0,0,0,0,2003,11,8
20031109,0,0,1,1,1,2003,11,9
20031110,0,0,1,1,1,2003,11,10
20031111,0,0,0,1,0,2003,11,11
20031112,0,0,0,1,0,2003,11,12
20031113,0,0,0,0,0,2003,11,13
20031114,0,0,0,0,0,2003,11,14
20031115,0,0,0,0,0,2003,11,15
20031116,0,0,1,1,0,2003,11,16
20031117,0,0,1,1,0,2003,11,17
20031118,0,0,0,1,0,2003,11,18
20031119,0,0,1,0,0,2003,11,19
20031120,0,0,0,0,0,2003,11,20
20031121,0,0,0,1,0,2003,11,21
20031122,0,0,0,1,0,2003,11,22
20031123,0,0,0,0,0,2003,11,23
20031124,0,0,0,0,0,2003,11,24
20031125,0,0,0,1,1,2003,11,25
20031126,0,0,0,1,1,2003,11,26
20031127,0,0,0,1,0,2003,11,27
20031128,0,0,0,1,1,2003,11,28
20031129,0,0,0,1,0,2003,11,29
20031130,0,0,0,0,0,2003,11,30
20031201,0,0,0,0,0,2003,12,1
20031202,0,0,0,0,0,2003,12,2
20031203,0,0,0,0,0,2003,12,3
20031204,0,0,0,0,0,2003,12,4
20031205,0,0,0,0,0,2003,12,5
20031206,0,0,0,1,0,2003,12,6
20031207,0,0,0,1,0,2003,12,7
20031208,0,0,0,0,0,2003,12,8
20031209,0,0,0,0,0,2003,12,9
20031210,0,0,0,0,0,2003,12,10
20031211,0,0,0,0,0,2003,12,11
20031212,0,0,0,0,0,2003,12,12
20031213,0,0,0,0,0,2003,12,13
20031214,0,0,0,0,0,2003,12,14
20031215,0,0,0,0,0,2003,12,15
20031216,0,0,0,0,0,2003,12,16
20031217,0,0,0,0,0,2003,12,17
20031218,0,0,0,0,0,2003,12,18
20031219,0,0,0,0,0,2003,12,19
20031220,0,0,0,0,0,2003,12,20
20031221,0,0,0,0,0,2003,12,21
20031222,0,0,0,0,0,2003,12,22
20031223,0,0,0,0,0,2003,12,23
20031224,0,0,0,0,0,2003,12,24
20031225,0,0,0,0,0,2003,12,25
20031226,0,0,1,0,0,2003,12,26
20031227,0,0,0,0,0,2003,12,27
20031228,0,0,0,0,0,2003,12,28
20031229,0,0,0,0,0,2003,12,29
20031230,0,0,0,0,0,2003,12,30
20031231,0,0,1,0,0,2003,12,31
20040101,0,0,0,0,0,2004,1,1
20040102,0,0,0,0,0,2004,1,2
20040103,0,0,0,0,0,2004,1,3
20040104,0,0,0,0,0,2004,1,4
20040105,0,0,0,0,0,2004,1,5
20040106,0,0,0,0,0,2004,1,6
20040107,0,0,0,0,0,2004,1,7
20040108,0,0,0,0,0,2004,1,8
20040109,0,0,0,0,0,2004,1,9
20040110,0,0,0,0,0,2004,1,10
20040111,0,0,1,0,0,2004,1,11
20040112,0,0,0,0,0,2004,1,12
20040113,0,0,0,0,0,2004,1,13
20040114,0,0,0,0,0,2004,1,14
20040115,0,0,0,0,0,2004,1,15
20040116,0,0,0,0,0,2004,1,16
20040117,0,0,0,0,0,2004,1,17
20040118,0,0,0,0,0,2004,1,18
20040119,0,0,1,0,0,2004,1,19
20040120,1,0,0,0,0,2004,1,20
20040121,1,0,0,0,0,2004,1,21
20040122,1,0,0,0,0,2004,1,22
20040123,1,0,0,0,0,2004,1,23
20040124,1,0,0,0,0,2004,1,24
20040125,1,0,0,0,0,2004,1,25
20040126,0,0,0,0,0,2004,1,26
20040127,1,0,0,0,0,2004,1,27
20040128,1,0,0,0,0,2004,1,28
20040129,0,0,0,0,0,2004,1,29
20040130,0,0,0,0,0,2004,1,30
20040131,0,0,0,0,0,2004,1,31
20040201,0,0,1,0,0,2004,2,1
20040202,0,0,1,0,0,2004,2,2
20040203,0,0,1,1,0,2004,2,3
20040204,0,0,0,1,0,2004,2,4
20040205,0,0,0,1,0,2004,2,5
20040206,0,0,0,0,0,2004,2,6
20040207,0,0,0,0,0,2004,2,7
20040208,0,0,0,1,0,2004,2,8
20040209,0,0,0,1,0,2004,2,9
20040210,0,0,0,0,0,2004,2,10
20040211,0,0,0,0,0,2004,2,11
20040212,0,0,0,0,0,2004,2,12
20040213,0,0,0,0,0,2004,2,13
20040214,0,0,0,0,0,2004,2,14
20040215,0,0,0,0,0,2004,2,15
20040216,0,0,0,0,0,2004,2,16
20040217,0,0,0,0,0,2004,2,17
20040218,0,0,0,0,0,2004,2,18
20040219,0,0,0,0,0,2004,2,19
20040220,0,0,0,0,0,2004,2,20
20040221,0,0,0,0,0,2004,2,21
20040222,0,0,1,0,0,2004,2,22
20040223,0,0,0,0,0,2004,2,23
20040224,0,0,0,0,0,2004,2,24
20040225,0,0,1,0,0,2004,2,25
20040226,0,0,0,0,0,2004,2,26
20040227,0,0,0,0,0,2004,2,27
20040228,0,0,0,0,0,2004,2,28
20040229,0,0,0,0,0,2004,2,29
20040301,0,0,1,1,0,2004,3,1
20040302,0,0,1,1,0,2004,3,2
20040303,0,0,1,1,0,2004,3,3
20040304,0,0,0,0,0,2004,3,4
20040305,0,0,0,0,0,2004,3,5
20040306,0,0,0,0,0,2004,3,6
20040307,0,0,0,0,0,2004,3,7
20040308,0,0,0,0,0,2004,3,8
20040309,0,0,0,0,0,2004,3,9
20040310,0,0,0,0,0,2004,3,10
20040311,0,0,0,0,0,2004,3,11
20040312,0,0,1,0,0,2004,3,12
20040313,0,0,0,0,0,2004,3,13
20040314,0,0,1,0,0,2004,3,14
20040315,0,0,0,0,0,2004,3,15
20040316,0,0,0,0,0,2004,3,16
20040317,0,0,0,0,0,2004,3,17
20040318,0,0,1,0,0,2004,3,18
20040319,0,0,1,1,0,2004,3,19
20040320,0,0,0,1,0,2004,3,20
20040321,0,0,0,1,0,2004,3,21
20040322,0,0,0,0,0,2004,3,22
20040323,0,0,0,0,0,2004,3,23
20040324,0,0,1,0,0,2004,3,24
20040325,0,0,1,0,0,2004,3,25
20040326,0,0,1,1,0,2004,3,26
20040327,0,0,0,1,0,2004,3,27
20040328,0,0,1,1,0,2004,3,28
20040329,0,0,0,0,0,2004,3,29
20040330,0,0,1,0,0,2004,3,30
20040331,0,0,0,0,0,2004,3,31
20040401,0,0,1,0,0,2004,4,1
20040402,0,0,1,0,0,2004,4,2
20040403,0,0,1,1,0,2004,4,3
20040404,0,0,0,0,0,2004,4,4
20040405,0,0,0,0,0,2004,4,5
20040406,0,0,0,0,0,2004,4,6
20040407,0,0,0,1,0,2004,4,7
20040408,0,0,1,1,0,2004,4,8
20040409,0,0,0,0,0,2004,4,9
20040410,0,0,0,0,0,2004,4,10
20040411,0,0,0,0,0,2004,4,11
20040412,0,0,0,0,0,2004,4,12
20040413,0,0,0,1,0,2004,4,13
20040414,0,0,0,1,0,2004,4,14
20040415,0,0,1,1,0,2004,4,15
20040416,0,0,0,1,0,2004,4,16
20040417,0,0,0,0,0,2004,4,17
20040418,0,0,0,0,0,2004,4,18
20040419,0,0,0,0,0,2004,4,19
20040420,0,0,0,0,0,2004,4,20
20040421,0,0,0,0,0,2004,4,21
20040422,0,0,0,0,0,2004,4,22
20040423,0,0,1,1,0,2004,4,23
20040424,0,0,1,1,0,2004,4,24
20040425,0,0,0,0,0,2004,4,25
20040426,0,0,0,0,0,2004,4,26
20040427,0,0,1,1,0,2004,4,27
20040428,0,0,0,0,0,2004,4,28
20040429,0,0,0,0,0,2004,4,29
20040430,0,0,0,0,0,2004,4,30
20040501,0,0,0,0,0,2004,5,1
20040502,0,0,0,0,0,2004,5,2
20040503,0,0,0,0,0,2004,5,3
20040504,0,0,1,1,0,2004,5,4
20040505,0,0,1,0,0,2004,5,5
20040506,0,0,1,0,0,2004,5,6
20040507,0,0,0,0,0,2004,5,7
20040508,0,0,0,0,0,2004,5,8
20040509,0,0,1,0,0,2004,5,9
20040510,0,0,0,0,0,2004,5,10
20040511,0,0,0,0,0,2004,5,11
20040512,0,0,0,1,0,2004,5,12
20040513,0,0,1,1,1,2004,5,13
20040514,0,0,1,1,1,2004,5,14
20040515,0,0,0,0,0,2004,5,15
20040516,0,0,0,1,1,2004,5,16
20040517,0,0,1,1,1,2004,5,17
20040518,0,0,0,0,0,2004,5,18
20040519,0,0,0,0,0,2004,5,19
20040520,0,0,0,1,1,2004,5,20
20040521,0,0,1,1,1,2004,5,21
20040522,0,0,1,1,0,2004,5,22
20040523,0,0,1,1,0,2004,5,23
20040524,0,0,1,1,0,2004,5,24
20040525,0,0,1,1,0,2004,5,25
20040526,0,0,1,1,1,2004,5,26
20040527,0,0,1,1,0,2004,5,27
20040528,0,0,0,1,0,2004,5,28
20040529,0,0,0,1,1,2004,5,29
20040530,0,0,0,1,1,2004,5,30
20040531,0,0,0,1,1,2004,5,31
20040601,0,0,1,1,0,2004,6,1
20040602,0,0,1,1,0,2004,6,2
20040603,0,0,1,1,0,2004,6,3
20040604,0,0,1,1,1,2004,6,4
20040605,0,0,0,1,0,2004,6,5
20040606,0,0,0,1,0,2004,6,6
20040607,0,1,1,1,0,2004,6,7
20040608,0,1,0,1,0,2004,6,8
20040609,0,1,0,1,1,2004,6,9
20040610,0,0,0,1,1,2004,6,10
20040611,0,0,0,0,0,2004,6,11
20040612,0,0,1,1,0,2004,6,12
20040613,0,0,0,0,0,2004,6,13
20040614,0,0,0,0,0,2004,6,14
20040615,0,0,0,0,0,2004,6,15
20040616,0,0,0,0,0,2004,6,16
20040617,0,0,1,0,0,2004,6,17
20040618,0,0,0,0,0,2004,6,18
20040619,0,0,0,0,0,2004,6,19
20040620,0,0,0,0,0,2004,6,20
20040621,0,0,1,1,0,2004,6,21
20040622,0,0,0,1,0,2004,6,22
20040623,0,0,0,1,1,2004,6,23
20040624,0,0,0,1,0,2004,6,24
20040625,0,0,0,0,0,2004,6,25
20040626,0,0,0,0,0,2004,6,26
20040627,0,0,0,0,0,2004,6,27
20040628,0,1,0,0,0,2004,6,28
20040629,0,1,0,0,0,2004,6,29
20040630,0,1,0,1,1,2004,6,30
20040701,0,1,0,1,1,2004,7,1
20040702,0,1,0,1,1,2004,7,2
20040703,0,1,0,1,1,2004,7,3
20040704,0,0,0,1,1,2004,7,4
20040705,0,0,0,1,1,2004,7,5
20040706,0,0,0,1,0,2004,7,6
20040707,0,0,0,0,0,2004,7,7
20040708,0,0,1,1,1,2004,7,8
20040709,0,0,0,1,0,2004,7,9
20040710,0,0,0,1,0,2004,7,10
20040711,0,0,0,0,0,2004,7,11
20040712,0,0,0,0,0,2004,7,12
20040713,0,0,0,0,0,2004,7,13
20040714,0,1,0,0,0,2004,7,14
20040715,0,1,0,1,0,2004,7,15
20040716,0,0,0,1,1,2004,7,16
20040717,0,0,0,1,0,2004,7,17
20040718,0,0,0,1,1,2004,7,18
20040719,0,0,0,1,1,2004,7,19
20040720,0,0,0,1,0,2004,7,20
20040721,0,0,0,0,0,2004,7,21
20040722,0,0,0,1,0,2004,7,22
20040723,0,0,0,1,0,2004,7,23
20040724,0,0,0,1,0,2004,7,24
20040725,0,0,0,0,0,2004,7,25
20040726,0,0,0,1,0,2004,7,26
20040727,0,0,0,1,1,2004,7,27
20040728,0,0,0,1,1,2004,7,28
20040729,0,0,0,1,0,2004,7,29
20040730,0,0,0,1,0,2004,7,30
20040731,0,0,0,1,0,2004,7,31
20040801,0,0,0,1,1,2004,8,1
20040802,0,0,0,1,1,2004,8,2
20040803,0,0,0,1,1,2004,8,3
20040804,0,0,0,1,0,2004,8,4
20040805,0,0,0,1,0,2004,8,5
20040806,0,0,0,1,0,2004,8,6
20040807,0,0,0,0,0,2004,8,7
20040808,0,0,0,0,0,2004,8,8
20040809,0,0,0,0,0,2004,8,9
20040810,0,1,0,0,0,2004,8,10
20040811,0,1,0,1,1,2004,8,11
20040812,0,1,0,1,1,2004,8,12
20040813,0,0,0,1,1,2004,8,13
20040814,0,0,0,1,0,2004,8,14
20040815,0,0,0,0,0,2004,8,15
20040816,0,0,0,1,0,2004,8,16
20040817,0,0,0,1,0,2004,8,17
20040818,0,0,0,0,0,2004,8,18
20040819,0,0,0,1,1,2004,8,19
20040820,0,0,0,1,1,2004,8,20
20040821,0,0,0,1,0,2004,8,21
20040822,0,1,0,1,0,2004,8,22
